5,7,35,1.4,0.429,0.886,2.5,15,31,6,1
3,59,177,19.667,0.475,0.475,84.0,84,84,1,2
9,21,189,2.333,0.429,0.772,3.0,81,146,27,1
9,92,828,10.222,0.286,0.885,1.93,237,733,123,1
9,83,747,9.222,0.284,0.849,1.91,212,634,111,1
9,76,684,8.444,0.307,0.882,1.84,210,603,114,1
8,3,24,0.375,0.417,0.417,10.0,10,10,1,1
2,48,96,24.0,0.625,0.677,30.0,60,65,2,2
9,37,333,4.111,0.526,0.898,3.18,175,299,55,1
9,21,189,2.333,0.291,0.762,1.57,55,144,35,1
9,44,396,4.889,0.46,0.937,2.84,182,371,64,1
9,47,423,5.222,0.274,0.747,2.42,116,316,48,1
1,8,8,8.0,1.0,1.0,8.0,8,8,1,2
2,17,34,8.5,0.324,1.0,2.75,11,34,4,1
11,7,77,0.636,0.597,1.0,5.75,46,77,8,1
11,9,99,0.818,0.475,0.636,15.67,47,63,3,1
10,98,980,9.8,0.391,0.835,2.41,383,818,159,1
11,84,924,7.636,0.262,0.82,1.69,242,758,143,1
9,99,891,11.0,0.27,0.818,1.93,241,729,125,1
8,53,424,6.625,0.358,0.981,1.54,152,416,99,1
12,62,744,5.167,0.234,0.66,1.58,174,491,110,1
7,33,231,4.714,0.143,0.844,2.36,33,195,14,1
8,21,168,2.625,0.339,0.673,1.97,57,113,29,1
9,84,756,9.333,0.288,0.791,1.83,218,598,119,1
8,31,248,3.875,0.327,0.79,1.84,81,196,44,1
9,122,1098,13.556,0.339,0.947,2.57,372,1040,145,1
11,8,88,0.727,0.375,0.602,4.13,33,53,8,1
9,36,324,4.0,0.549,0.914,3.3,178,296,54,1
1,32,32,32.0,0.719,1.0,5.75,23,32,4,2
8,67,536,8.375,0.381,0.746,2.49,204,400,82,1
8,17,136,2.125,0.353,0.801,2.0,48,109,24,1
8,75,600,9.375,0.415,0.91,2.37,249,546,105,1
9,37,333,4.111,0.598,0.946,3.49,199,315,57,1
10,101,1010,10.1,0.466,0.893,3.02,471,902,156,1
9,44,396,4.889,0.465,0.944,3.35,184,374,55,1
66,3,198,0.045,0.657,0.909,2.6,130,180,50,4
10,131,1310,13.1,0.456,0.851,3.0,597,1115,199,1
1,61,61,61.0,1.0,1.0,61.0,61,61,1,2
8,122,976,15.25,0.227,0.65,1.44,222,634,154,1
9,43,387,4.778,0.377,0.922,2.25,146,357,65,1
306,465,142290,1.52,0.055,0.123,2.69,7861,17452,2925,5
10,98,980,9.8,0.448,0.881,2.74,439,863,160,1
9,82,738,9.111,0.379,0.879,2.35,280,649,119,1
10,64,640,6.4,0.514,0.966,2.84,329,618,116,1
9,36,324,4.0,0.611,0.926,3.36,198,300,59,1
9,33,297,3.667,0.458,0.983,2.19,136,292,62,1
12,8,96,0.667,0.292,1.0,3.11,28,96,9,1
8,21,168,2.625,0.31,0.744,1.68,52,125,31,1
10,21,210,2.1,0.348,0.757,3.17,73,159,23,1
10,34,340,3.4,0.388,0.891,2.1,132,303,63,1
1,77,77,77.0,0.403,1.0,5.17,31,77,6,2
10,130,1300,13.0,0.486,0.856,3.18,632,1113,199,1
7,31,217,4.429,0.267,0.714,2.15,58,155,27,1
1,14,14,14.0,0.571,1.0,2.0,8,14,4,2
8,26,208,3.25,0.37,0.947,1.79,77,197,43,1
12,26,312,2.167,0.276,0.83,2.21,86,259,39,1
1,98,98,98.0,0.939,1.0,30.67,92,98,3,2
9,45,405,5.0,0.447,0.896,3.23,181,363,56,1
8,43,344,5.375,0.372,0.956,2.1,128,329,61,1
8,18,144,2.25,0.215,0.813,2.38,31,117,13,1
4,15,60,3.75,0.267,0.8,4.0,16,48,4,1
9,64,576,7.111,0.318,0.818,2.18,183,471,84,1
11,43,473,3.909,0.336,0.753,2.74,159,356,58,1
7,6,42,0.857,0.5,0.548,21.0,21,23,1,1
76,1,76,0.013,1.0,1.0,76.0,76,76,1,4
8,33,264,4.125,0.314,0.705,2.13,83,186,39,1
10,99,990,9.9,0.443,0.912,2.64,439,903,166,1
10,125,1250,12.5,0.456,0.862,2.92,570,1078,195,1
6,35,210,5.833,0.533,0.943,2.67,112,198,42,1
1,14,14,14.0,0.929,1.0,13.0,13,14,1,2
12,9,108,0.75,0.509,0.657,9.17,55,71,6,1
11,8,88,0.727,0.705,1.0,8.86,62,88,7,1
1,14,14,14.0,0.929,1.0,13.0,13,14,1,2
9,39,351,4.333,0.444,0.923,2.74,156,324,57,1
11,94,1034,8.545,0.257,0.604,2.18,266,625,122,1
9,99,891,11.0,0.312,0.826,2.16,278,736,129,1
12,61,732,5.083,0.251,0.746,1.77,184,546,104,1
8,50,400,6.25,0.253,0.8,2.3,101,320,44,1
7,121,847,17.286,0.272,0.646,1.54,230,547,149,1
10,8,80,0.8,0.675,1.0,9.0,54,80,6,1
10,8,80,0.8,0.575,0.888,9.2,46,71,5,1
9,11,99,1.222,0.343,1.0,1.42,34,99,24,1
8,82,656,10.25,0.358,0.84,2.24,235,551,105,1
9,12,108,1.333,0.426,1.0,1.64,46,108,28,1
9,63,567,7.0,0.284,0.908,1.96,161,515,82,1
9,26,234,2.889,0.299,0.953,1.67,70,223,42,1
8,33,264,4.125,0.39,0.973,1.72,103,257,60,1
8,43,344,5.375,0.494,0.953,3.4,170,328,50,1
9,43,387,4.778,0.455,0.899,2.98,176,348,59,1
11,89,979,8.091,0.17,0.706,2.72,166,691,61,1
10,31,310,3.1,0.3,0.813,3.32,93,252,28,1
17,1,17,0.059,1.0,1.0,17.0,17,17,1,4
10,121,1210,12.1,0.37,0.873,2.41,448,1056,186,1
13,1,13,0.077,1.0,1.0,13.0,13,13,1,4
23,1,23,0.043,1.0,1.0,23.0,23,23,1,4
8,185,1480,23.125,0.235,0.659,1.82,348,975,191,1
9,33,297,3.667,0.377,0.842,2.24,112,250,50,1
10,75,750,7.5,0.428,0.909,2.28,321,682,141,1
7,114,798,16.286,0.253,0.741,1.77,202,591,114,1
15,136,2040,9.067,0.24,0.748,2.81,489,1526,174,1
7,181,1267,25.857,0.316,0.758,1.65,400,961,242,1
12,89,1068,7.417,0.429,0.879,3.5,458,939,131,1
14,418,5852,29.857,0.261,0.619,2.16,1525,3625,707,1
5,39,195,7.8,0.41,0.867,1.67,80,169,48,1
4,114,456,28.5,0.393,0.978,1.83,179,446,98,1
8,17,136,2.125,0.529,0.853,2.88,72,116,25,1
10,76,760,7.6,0.474,0.799,3.03,360,607,119,1
8,93,744,11.625,0.324,0.835,1.99,241,621,121,1
9,107,963,11.889,0.357,0.875,2.14,344,843,161,1
13,152,1976,11.692,0.312,0.714,2.8,617,1410,220,1
22,69,1518,3.136,0.516,0.848,10.59,784,1287,74,1
8,132,1056,16.5,0.311,0.873,2.01,328,922,163,1
12,176,2112,14.667,0.302,0.599,2.61,637,1265,244,1
12,25,300,2.083,0.32,0.643,2.59,96,193,37,1
7,17,119,2.429,0.412,0.807,2.58,49,96,19,1
8,75,600,9.375,0.375,0.86,2.05,225,516,110,1
8,70,560,8.75,0.298,0.914,1.76,167,512,95,1
7,63,441,9.0,0.333,0.971,1.99,147,428,74,1
13,386,5018,29.692,0.286,0.658,2.19,1437,3301,657,1
11,30,330,2.727,0.379,0.739,3.05,125,244,41,1
10,75,750,7.5,0.451,0.86,2.84,338,645,119,1
10,1,10,0.1,1.0,1.0,10.0,10,10,1,4
19,45,855,2.368,0.243,0.582,3.01,208,498,69,1
12,10,120,0.833,0.442,0.792,5.3,53,95,10,1
9,264,2376,29.333,0.261,0.612,1.99,619,1455,311,1
5,7,35,1.4,0.229,0.6,2.67,8,21,3,5
10,197,1970,19.7,0.245,0.751,1.87,482,1479,258,1
14,19,266,1.357,0.128,0.541,2.83,34,144,12,5
7,24,168,3.429,0.101,0.298,1.89,17,50,9,5
7,4,28,0.571,0.286,0.357,8.0,8,10,1,1
8,272,2176,34.0,0.186,0.539,1.35,404,1172,299,1
10,7,70,0.7,0.157,0.6,1.57,11,42,7,5
10,271,2710,27.1,0.188,0.665,1.31,509,1803,388,1
21,68,1428,3.238,0.052,0.109,5.69,74,156,13,5
8,135,1080,16.875,0.077,0.294,1.54,83,317,54,1
10,271,2710,27.1,0.173,0.557,1.47,469,1510,318,1
10,234,2340,23.4,0.188,0.614,1.38,441,1437,319,1
10,147,1470,14.7,0.168,0.55,1.29,247,809,191,1
7,29,203,4.143,0.281,0.842,1.46,57,171,39,1
11,103,1133,9.364,0.156,0.576,1.44,177,653,123,1
8,15,120,1.875,0.3,0.642,1.57,36,77,23,1
6,69,414,11.5,0.28,0.744,1.4,116,308,83,1
5,13,65,2.6,0.308,0.831,1.82,20,54,11,1
5,53,265,10.6,0.223,0.611,1.28,59,162,46,1
8,12,96,1.5,0.208,0.771,1.11,20,74,18,1
6,14,84,2.333,0.274,0.929,1.28,23,78,18,1
10,19,190,1.9,0.142,0.326,3.0,27,62,9,1
7,14,98,2.0,0.327,1.0,1.6,32,98,20,1
7,9,63,1.286,0.349,0.905,2.2,22,57,10,1
7,14,98,2.0,0.296,0.898,1.61,29,88,18,1
7,38,266,5.429,0.301,0.85,1.45,80,226,55,1
9,220,1980,24.444,0.23,0.758,1.44,456,1501,316,1
7,21,147,3.0,0.34,0.85,1.35,50,125,37,1
7,11,77,1.571,0.364,0.922,1.75,28,71,16,1
7,46,322,6.571,0.354,1.0,1.46,114,322,78,1
5,14,70,2.8,0.414,0.943,1.38,29,66,21,1
10,262,2620,26.2,0.179,0.606,1.36,469,1587,344,1
7,20,140,2.857,0.364,0.871,1.46,51,122,35,1
7,66,462,9.429,0.294,0.924,1.46,136,427,93,1
9,54,486,6.0,0.27,0.852,1.49,131,414,88,1
6,19,114,3.167,0.36,0.711,1.58,41,81,26,1
7,46,322,6.571,0.304,0.745,1.53,98,240,64,1
9,8,72,0.889,0.222,0.736,1.78,16,53,9,1
6,33,198,5.5,0.247,0.813,1.2,49,161,41,1
7,40,280,5.714,0.336,0.971,1.57,94,272,60,1
5,7,35,1.4,0.457,1.0,2.0,16,35,8,1
7,11,77,1.571,0.325,0.935,1.39,25,72,18,1
7,13,91,1.857,0.363,1.0,1.94,33,91,17,1
7,4,28,0.571,0.286,1.0,2.0,8,28,4,1
7,13,91,1.857,0.341,0.846,1.82,31,77,17,1
7,11,77,1.571,0.364,0.922,2.0,28,71,14,1
7,8,56,1.143,0.339,0.875,2.38,19,49,8,1
5,13,65,2.6,0.477,0.938,1.48,31,61,21,1
7,17,119,2.429,0.336,0.908,1.48,40,108,27,1
7,30,210,4.286,0.329,1.0,1.38,69,210,50,1
9,17,153,1.889,0.235,0.647,1.44,36,99,25,1
9,19,171,2.111,0.292,0.684,1.52,50,117,33,1
7,20,140,2.857,0.229,0.864,1.19,32,121,27,1
6,11,66,1.833,0.303,0.97,1.33,20,64,15,1
8,27,216,3.375,0.282,0.87,1.36,61,188,45,1
7,21,147,3.0,0.306,0.741,1.67,45,109,27,1
5,6,30,1.2,0.433,0.967,1.63,13,29,8,1
4,20,80,5.0,0.388,0.925,1.41,31,74,22,1
7,34,238,4.857,0.286,0.756,1.36,68,180,50,1
9,20,180,2.222,0.233,0.5,1.62,42,90,26,1
8,17,136,2.125,0.199,0.603,3.0,27,82,9,1
7,33,231,4.714,0.264,0.844,1.2,61,195,51,1
7,22,154,3.143,0.247,0.883,1.19,38,136,32,1
7,26,182,3.714,0.192,0.626,1.52,35,114,23,1
7,9,63,1.286,0.349,0.746,1.69,22,47,13,1
9,11,99,1.222,0.222,0.737,1.29,22,73,17,1
7,51,357,7.286,0.283,0.91,1.35,101,325,75,1
7,20,140,2.857,0.357,0.7,1.85,50,98,27,1
7,15,105,2.143,0.343,1.0,1.64,36,105,22,1
9,44,396,4.889,0.24,0.775,1.42,95,307,67,1
7,7,49,1.0,0.306,0.959,1.67,15,47,9,1
4,4,16,1.0,0.563,0.938,4.5,9,15,2,1
7,19,133,2.714,0.398,1.0,1.71,53,133,31,1
5,3,15,0.6,0.533,1.0,2.67,8,15,3,1
7,35,245,5.0,0.269,0.939,1.32,66,230,50,1
7,20,140,2.857,0.25,0.593,1.35,35,83,26,1
9,82,738,9.111,0.245,0.562,1.48,181,415,122,1
5,4,20,0.8,0.5,0.7,10.0,10,14,1,1
7,33,231,4.714,0.351,0.957,1.45,81,221,56,1
8,17,136,2.125,0.228,0.882,1.24,31,120,25,1
7,23,161,3.286,0.28,0.826,1.45,45,133,31,1
7,23,161,3.286,0.323,0.839,1.68,52,135,31,1
7,47,329,6.714,0.258,0.763,1.29,85,251,66,1
6,58,348,9.667,0.276,0.744,1.17,96,259,82,1
7,45,315,6.429,0.238,0.67,1.15,75,211,65,1
7,10,70,1.429,0.343,0.786,1.33,24,55,18,1
9,19,171,2.111,0.275,0.643,1.52,47,110,31,1
5,32,160,6.4,0.419,0.981,1.31,67,157,51,1
8,54,432,6.75,0.183,0.734,1.34,79,317,59,1
7,54,378,7.714,0.304,0.876,1.26,115,331,91,1
8,28,224,3.5,0.393,0.759,2.2,88,170,40,1
24,18,432,0.75,0.139,0.377,2.07,60,163,29,5
8,13,104,1.625,0.442,0.981,2.0,46,102,23,1
8,18,144,2.25,0.424,0.889,2.03,61,128,30,1
8,30,240,3.75,0.45,0.788,2.3,108,189,47,1
7,11,77,1.571,0.117,0.494,1.8,9,38,5,5
8,19,152,2.375,0.388,1.0,1.74,59,152,34,1
9,12,108,1.333,0.37,1.0,2.0,40,108,20,1
11,22,242,2.0,0.277,0.731,1.86,67,177,36,1
11,32,352,2.909,0.335,0.994,2.27,118,350,52,1
21,13,273,0.619,0.168,0.308,2.3,46,84,20,1
13,5,65,0.385,0.323,0.554,5.25,21,36,4,5
8,24,192,3.0,0.339,0.917,1.81,65,176,36,1
9,9,81,1.0,0.358,0.914,1.81,29,74,16,1
8,4,32,0.5,0.438,0.594,7.0,14,19,2,5
10,33,330,3.3,0.318,0.758,2.33,105,250,45,1
9,9,81,1.0,0.346,0.877,2.8,28,71,10,1
8,10,80,1.25,0.425,0.925,2.13,34,74,16,1
9,43,387,4.778,0.344,0.982,1.82,133,380,73,1
8,30,240,3.75,0.383,0.983,1.88,92,236,49,1
9,22,198,2.444,0.268,0.596,3.31,53,118,16,1
9,244,2196,27.111,0.237,0.801,1.59,520,1758,327,1
